code_rer_A;annee;mois;jour;jour_semaine;numero_semaine;est_semaine;est_weekend;mission;heure_depart_prevue;nom_gare_depart;id_gare_depart;statut;nombre_arrets;nombre_arrets_supprimes;retard_max_en_secondes;retard_moyen_en_secondes;retard_median_en_secondes;retard_en_minutes_par_gare;decompte_retards_en_minutes
26378;2019;11;19;2;47;1;0;NATO;07h14;Cergy le Haut;uic87382655;normal;9;0;420;320;360;0 - 6 - 7 - 7 - 5 - 6 - 6 - 5 - 6;0: 1 - 5: 2 - 6: 4 - 7: 2
26379;2019;11;19;2;47;1;0;NATO;07h26;Cergy le Haut;uic87382655;normal;9;0;420;246;240;1 - 4 - 4 - 4 - 4 - 3 - 3 - 7 - 7;1: 1 - 3: 2 - 4: 4 - 7: 2
26380;2019;11;19;2;47;1;0;NATO;07h38;Cergy le Haut;uic87382655;normal;9;0;360;193;180;0 - 2 - 3 - 2 - 2 - 4 - 4 - 6 - 6;0: 1 - 2: 3 - 3: 1 - 4: 2 - 6: 2
26381;2019;11;19;2;47;1;0;NATO;07h49;Cergy le Haut;uic87382655;normal;9;0;240;93;0;0 - 0 - 0 - 0 - 0 - 3 - 4 - 3 - 4;0: 5 - 3: 2 - 4: 2
26382;2019;11;19;2;47;1;0;NATO;08h01;Cergy le Haut;uic87382655;normal;9;0;300;253;300;0 - 5 - 5 - 5 - 5 - 4 - 4 - 5 - 5;0: 1 - 4: 2 - 5: 6
26383;2019;11;19;2;47;1;0;NATO;08h13;Cergy le Haut;uic87382655;normal;9;0;240;113;120;1 - 1 - 2 - 0 - 0 - 3 - 3 - 3 - 4;0: 2 - 1: 2 - 2: 1 - 3: 3 - 4: 1
26384;2019;11;19;2;47;1;0;NATO;08h24;Cergy le Haut;uic87382655;normal;9;0;300;139;60;1 - 1 - 1 - 1 - 0 - 4 - 4 - 4 - 5;0: 1 - 1: 4 - 4: 3 - 5: 1
26385;2019;11;19;2;47;1;0;NATO;08h36;Cergy le Haut;uic87382655;normal;9;0;240;73;0;0 - 0 - 0 - 0 - 0 - 2 - 2 - 4 - 3;0: 5 - 2: 2 - 3: 1 - 4: 1
26386;2019;11;19;2;47;1;0;NATO;08h48;Cergy le Haut;uic87382655;normal;9;0;120;40;0;0 - 0 - 0 - 0 - 0 - 1 - 2 - 2 - 1;0: 5 - 1: 2 - 2: 2
26387;2019;11;19;2;47;1;0;NATO;09h03;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26388;2019;11;19;2;47;1;0;NATO;09h14;Cergy le Haut;uic87382655;normal;9;0;300;126;0;0 - 0 - 0 - 0 - 0 - 4 - 5 - 5 - 5;0: 5 - 4: 1 - 5: 3
26389;2019;11;19;2;47;1;0;NATO;09h23;Cergy le Haut;uic87382655;normal;9;0;60;13;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 1 - 1;0: 7 - 1: 2
26390;2019;11;19;2;47;1;0;NATO;09h33;Cergy le Haut;uic87382655;normal;9;0;240;86;0;0 - 0 - 0 - 0 - 0 - 4 - 3 - 3 - 3;0: 5 - 3: 3 - 4: 1
26391;2019;11;19;2;47;1;0;NATO;09h47;Cergy le Haut;uic87382655;normal;9;0;240;86;60;0 - 0 - 1 - 0 - 0 - 2 - 2 - 4 - 4;0: 4 - 1: 1 - 2: 2 - 4: 2
26392;2019;11;19;2;47;1;0;NATO;09h55;Cergy le Haut;uic87382655;normal;9;0;240;206;240;2 - 3 - 4 - 4 - 4 - 4 - 3 - 3 - 4;2: 1 - 3: 3 - 4: 5
26393;2019;11;19;2;47;1;0;NATO;10h07;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
26394;2019;11;19;2;47;1;0;NATO;10h13;Cergy le Haut;uic87382655;normal;9;0;120;93;120;1 - 2 - 2 - 2 - 2 - 2 - 1 - 2 - 0;0: 1 - 1: 2 - 2: 6
26395;2019;11;19;2;47;1;0;NATO;10h23;Cergy le Haut;uic87382655;normal;9;0;120;66;60;1 - 1 - 1 - 1 - 1 - 2 - 1 - 1 - 1;1: 8 - 2: 1
26396;2019;11;19;2;47;1;0;NATO;10h33;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26397;2019;11;19;2;47;1;0;NATO;10h43;Cergy le Haut;uic87382655;normal;9;0;60;20;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 1 - 1;0: 6 - 1: 3
26398;2019;11;19;2;47;1;0;NATO;10h53;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26399;2019;11;19;2;47;1;0;NATO;11h03;Cergy le Haut;uic87382655;normal;9;0;300;206;240;0 - 3 - 4 - 4 - 3 - 5 - 4 - 4 - 4;0: 1 - 3: 2 - 4: 5 - 5: 1
26400;2019;11;19;2;47;1;0;NATO;11h13;Cergy le Haut;uic87382655;normal;9;0;60;20;0;0 - 0 - 0 - 0 - 0 - 1 - 1 - 1 - 0;0: 6 - 1: 3
26401;2019;11;19;2;47;1;0;NATO;11h23;Cergy le Haut;uic87382655;normal;9;0;180;113;120;1 - 1 - 2 - 2 - 2 - 3 - 2 - 2 - 2;1: 2 - 2: 6 - 3: 1
26402;2019;11;19;2;47;1;0;NATO;11h33;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26403;2019;11;19;2;47;1;0;NATO;11h43;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26404;2019;11;19;2;47;1;0;NATO;11h53;Cergy le Haut;uic87382655;normal;9;0;60;40;60;0 - 0 - 1 - 1 - 1 - 1 - 1 - 1 - 0;0: 3 - 1: 6
26405;2019;11;19;2;47;1;0;NATO;12h03;Cergy le Haut;uic87382655;normal;9;0;60;26;0;0 - 0 - 0 - 0 - 0 - 1 - 1 - 1 - 1;0: 5 - 1: 4
26406;2019;11;19;2;47;1;0;NATO;12h13;Cergy le Haut;uic87382655;normal;9;0;120;40;0;0 - 0 - 0 - 0 - 0 - 2 - 2 - 2 - 0;0: 6 - 2: 3
26407;2019;11;19;2;47;1;0;NATO;12h23;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
26408;2019;11;19;2;47;1;0;NATO;12h33;Cergy le Haut;uic87382655;normal;9;0;120;66;60;1 - 1 - 1 - 1 - 1 - 2 - 1 - 2 - 0;0: 1 - 1: 6 - 2: 2
26409;2019;11;19;2;47;1;0;NATO;12h43;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26410;2019;11;19;2;47;1;0;NATO;12h53;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26411;2019;11;19;2;47;1;0;NATO;13h03;Cergy le Haut;uic87382655;normal;9;0;240;199;240;0 - 3 - 4 - 4 - 3 - 4 - 4 - 4 - 4;0: 1 - 3: 2 - 4: 6
26412;2019;11;19;2;47;1;0;NATO;13h13;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
26413;2019;11;19;2;47;1;0;NATO;13h23;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26414;2019;11;19;2;47;1;0;NATO;13h33;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
26415;2019;11;19;2;47;1;0;NATO;13h43;Cergy le Haut;uic87382655;normal;9;0;180;86;60;0 - 0 - 1 - 1 - 1 - 2 - 2 - 3 - 3;0: 2 - 1: 3 - 2: 2 - 3: 2
26416;2019;11;19;2;47;1;0;NATO;13h53;Cergy le Haut;uic87382655;normal;9;0;60;40;60;0 - 0 - 1 - 1 - 1 - 1 - 1 - 1 - 0;0: 3 - 1: 6
26417;2019;11;19;2;47;1;0;NATO;14h03;Cergy le Haut;uic87382655;normal;9;0;660;153;0;0 - 0 - 0 - 0 - 0 - 1 - 1 - 10 - 11;0: 5 - 1: 2 - 10: 1 - 11: 1
26418;2019;11;19;2;47;1;0;NOTE;05h40;Poissy;uic87386573;normal;5;0;120;36;0;0 - 2 - 0 - 0 - 1;0: 3 - 1: 1 - 2: 1
26419;2019;11;19;2;47;1;0;NOTE;06h00;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
26420;2019;11;19;2;47;1;0;NOTE;06h15;Poissy;uic87386573;normal;5;0;180;96;60;1 - 2 - 1 - 1 - 3;1: 3 - 2: 1 - 3: 1
26421;2019;11;19;2;47;1;0;NOTE;06h30;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
26422;2019;11;19;2;47;1;0;NOTE;06h45;Poissy;uic87386573;normal;5;0;360;288;240;4 - 6 - 6 - 4 - 4;4: 3 - 6: 2
26423;2019;11;19;2;47;1;0;NOTE;06h59;Poissy;uic87386573;normal;5;0;420;324;360;1 - 7 - 6 - 7 - 6;1: 1 - 6: 2 - 7: 2
26424;2019;11;19;2;47;1;0;NOTE;07h13;Poissy;uic87386573;normal;5;0;60;24;0;1 - 1 - 0 - 0 - 0;0: 3 - 1: 2
26425;2019;11;19;2;47;1;0;NOTE;07h25;Poissy;uic87386573;normal;5;0;120;83;120;0 - 2 - 2 - 2 - 1;0: 1 - 1: 1 - 2: 3
26426;2019;11;19;2;47;1;0;NOTE;07h37;Poissy;uic87386573;normal;5;0;480;371;420;2 - 6 - 7 - 8 - 8;2: 1 - 6: 1 - 7: 1 - 8: 2
26427;2019;11;19;2;47;1;0;NOTE;07h47;Poissy;uic87386573;normal;5;0;420;288;300;0 - 5 - 5 - 7 - 7;0: 1 - 5: 2 - 7: 2
26428;2019;11;19;2;47;1;0;NOTE;07h59;Poissy;uic87386573;normal;5;0;300;204;240;0 - 4 - 3 - 5 - 5;0: 1 - 3: 1 - 4: 1 - 5: 2
26429;2019;11;19;2;47;1;0;NOTE;08h11;Poissy;uic87386573;annule;5;5;0;0;0;;
26430;2019;11;19;2;47;1;0;NOTE;08h22;Poissy;uic87386573;normal;5;0;60;48;60;1 - 1 - 1 - 0 - 1;0: 1 - 1: 4
26431;2019;11;19;2;47;1;0;NOTE;08h34;Poissy;uic87386573;normal;5;0;300;215;240;0 - 4 - 4 - 5 - 5;0: 1 - 4: 2 - 5: 2
26432;2019;11;19;2;47;1;0;NOTE;08h46;Poissy;uic87386573;normal;5;0;300;204;180;3 - 2 - 2 - 5 - 5;2: 2 - 3: 1 - 5: 2
26433;2019;11;19;2;47;1;0;NOTE;08h57;Poissy;uic87386573;normal;5;0;180;132;120;1 - 2 - 3 - 2 - 3;1: 1 - 2: 2 - 3: 2
26434;2019;11;19;2;47;1;0;NOTE;09h09;Poissy;uic87386573;normal;5;0;120;72;60;0 - 2 - 2 - 1 - 1;0: 1 - 1: 2 - 2: 2
26435;2019;11;19;2;47;1;0;NOTE;16h42;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
26436;2019;11;19;2;47;1;0;NOTE;16h54;Poissy;uic87386573;normal;5;0;60;48;60;1 - 1 - 0 - 1 - 1;0: 1 - 1: 4
26437;2019;11;19;2;47;1;0;NOTE;17h05;Poissy;uic87386573;normal;5;0;240;96;0;0 - 0 - 0 - 4 - 4;0: 3 - 4: 2
26438;2019;11;19;2;47;1;0;NOTE;17h19;Poissy;uic87386573;normal;5;0;180;120;120;1 - 2 - 2 - 2 - 3;1: 1 - 2: 3 - 3: 1
26439;2019;11;19;2;47;1;0;NOTE;17h32;Poissy;uic87386573;normal;5;0;180;96;120;0 - 3 - 1 - 2 - 2;0: 1 - 1: 1 - 2: 2 - 3: 1
26440;2019;11;19;2;47;1;0;NOTE;17h44;Poissy;uic87386573;normal;5;0;300;240;240;2 - 4 - 4 - 5 - 5;2: 1 - 4: 2 - 5: 2
26441;2019;11;19;2;47;1;0;NOTE;17h57;Poissy;uic87386573;normal;5;0;180;96;60;1 - 3 - 1 - 1 - 2;1: 3 - 2: 1 - 3: 1
26442;2019;11;19;2;47;1;0;NOTE;18h09;Poissy;uic87386573;normal;5;0;60;36;60;0 - 1 - 0 - 1 - 1;0: 2 - 1: 3
26443;2019;11;19;2;47;1;0;NOTE;18h22;Poissy;uic87386573;normal;5;0;240;167;180;1 - 4 - 3 - 3 - 3;1: 1 - 3: 3 - 4: 1
26444;2019;11;19;2;47;1;0;NOTE;18h34;Poissy;uic87386573;normal;5;0;120;107;120;2 - 2 - 1 - 2 - 2;1: 1 - 2: 4
26445;2019;11;19;2;47;1;0;NOTE;18h47;Poissy;uic87386573;normal;5;0;120;72;60;0 - 2 - 1 - 1 - 2;0: 1 - 1: 2 - 2: 2
26446;2019;11;19;2;47;1;0;NOTE;18h59;Poissy;uic87386573;normal;5;0;60;60;60;1 - 1 - 1 - 1 - 1;01:05
26447;2019;11;19;2;47;1;0;NOTE;19h12;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
26448;2019;11;19;2;47;1;0;NOTE;19h24;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
26449;2019;11;19;2;47;1;0;NOTE;19h39;Poissy;uic87386573;normal;5;0;360;288;300;3 - 6 - 5 - 5 - 5;3: 1 - 5: 3 - 6: 1
26450;2019;11;19;2;47;1;0;NOTE;20h04;Poissy;uic87386573;normal;5;0;60;24;0;1 - 1 - 0 - 0 - 0;0: 3 - 1: 2
26451;2019;11;19;2;47;1;0;NOTE;20h34;Poissy;uic87386573;normal;5;0;420;360;360;7 - 6 - 6 - 6 - 5;5: 1 - 6: 3 - 7: 1
26452;2019;11;19;2;47;1;0;NOTE;21h03;Poissy;uic87386573;normal;5;0;60;24;0;0 - 1 - 1 - 0 - 0;0: 3 - 1: 2
26453;2019;11;19;2;47;1;0;NOTE;21h35;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
26454;2019;11;19;2;47;1;0;NOTE;22h03;Poissy;uic87386573;normal;5;0;240;167;180;3 - 4 - 3 - 2 - 2;2: 2 - 3: 2 - 4: 1
26455;2019;11;19;2;47;1;0;OKLA;09h20;Poissy;uic87386573;normal;5;0;480;480;480;8 - 8 - 8 - 8 - 8;08:05
26456;2019;11;19;2;47;1;0;OKLA;09h40;Poissy;uic87386573;normal;5;0;480;444;420;8 - 8 - 7 - 7 - 7;7: 3 - 8: 2
26457;2019;11;19;2;47;1;0;OKLA;09h55;Poissy;uic87386573;annule;5;5;0;0;0;;
26458;2019;11;19;2;47;1;0;OKLA;10h16;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
26459;2019;11;19;2;47;1;0;OKLA;10h40;Poissy;uic87386573;normal;5;0;60;60;60;1 - 1 - 1 - 1 - 1;01:05
26460;2019;11;19;2;47;1;0;OKLA;11h00;Poissy;uic87386573;normal;5;0;120;48;0;0 - 0 - 0 - 2 - 2;0: 3 - 2: 2
26461;2019;11;19;2;47;1;0;OKLA;11h20;Poissy;uic87386573;normal;5;0;240;155;180;0 - 4 - 3 - 3 - 3;0: 1 - 3: 3 - 4: 1
26462;2019;11;19;2;47;1;0;OKLA;11h40;Poissy;uic87386573;normal;5;0;120;96;120;0 - 2 - 2 - 2 - 2;0: 1 - 2: 4
26463;2019;11;19;2;47;1;0;OKLA;12h00;Poissy;uic87386573;normal;5;0;60;24;0;1 - 1 - 0 - 0 - 0;0: 3 - 1: 2
26464;2019;11;19;2;47;1;0;OKLA;12h20;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
26465;2019;11;19;2;47;1;0;OKLA;12h40;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
26466;2019;11;19;2;47;1;0;OKLA;13h00;Poissy;uic87386573;normal;5;0;60;60;60;1 - 1 - 1 - 1 - 1;01:05
26467;2019;11;19;2;47;1;0;OKLA;13h20;Poissy;uic87386573;normal;5;0;180;144;180;0 - 3 - 3 - 3 - 3;0: 1 - 3: 4
26468;2019;11;19;2;47;1;0;OKLA;13h40;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
26469;2019;11;19;2;47;1;0;OKLA;14h00;Poissy;uic87386573;normal;5;0;120;83;60;1 - 1 - 1 - 2 - 2;1: 3 - 2: 2
26470;2019;11;19;2;47;1;0;OKLA;14h20;Poissy;uic87386573;annule;5;5;0;0;0;;
26471;2019;11;19;2;47;1;0;OKRE;14h40;Poissy;uic87386573;normal;5;0;840;683;780;4 - 12 - 13 - 14 - 14;4: 1 - 12: 1 - 13: 1 - 14: 2
26472;2019;11;19;2;47;1;0;OKRE;15h00;Poissy;uic87386573;normal;5;0;120;72;60;1 - 1 - 1 - 1 - 2;1: 4 - 2: 1
26473;2019;11;19;2;47;1;0;OKRE;15h20;Poissy;uic87386573;normal;5;0;180;155;180;1 - 3 - 3 - 3 - 3;1: 1 - 3: 4
26474;2019;11;19;2;47;1;0;OKRE;15h40;Poissy;uic87386573;normal;5;0;240;180;180;1 - 3 - 3 - 4 - 4;1: 1 - 3: 2 - 4: 2
26475;2019;11;19;2;47;1;0;OKRE;16h00;Poissy;uic87386573;normal;5;0;480;311;300;0 - 5 - 5 - 8 - 8;0: 1 - 5: 2 - 8: 2
26476;2019;11;19;2;47;1;0;OKRE;16h20;Poissy;uic87386573;normal;5;0;180;144;120;3 - 3 - 2 - 2 - 2;2: 3 - 3: 2
26477;2019;11;19;2;47;1;0;OPEN;04h42;Cergy le Haut;uic87382655;normal;9;0;240;146;120;1 - 1 - 2 - 1 - 1 - 4 - 4 - 4 - 4;1: 4 - 2: 1 - 4: 4
26478;2019;11;19;2;47;1;0;QURI;05h10;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
26479;2019;11;19;2;47;1;0;TAXE;06h35;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;15;0;0 - 0 - 0 - 1;0: 3 - 1: 1
26480;2019;11;19;2;47;1;0;TAXE;07h06;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;0 - 1 - 1 - 1;0: 1 - 1: 3
26481;2019;11;19;2;47;1;0;TAXE;07h21;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;60;1;1 - 2 - 1 - 0;0: 1 - 1: 2 - 2: 1
26482;2019;11;19;2;47;1;0;TAXE;07h37;Houilles Carrières sur Seine;uic87386409;annule;4;4;0;0;0;;
26483;2019;11;19;2;47;1;0;TAXE;07h50;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;90;2;2 - 2 - 2 - 0;0: 1 - 2: 3
26484;2019;11;19;2;47;1;0;TAXE;08h01;Houilles Carrières sur Seine;uic87386409;normal;4;0;180;120;150;2 - 3 - 3 - 0;0: 1 - 2: 1 - 3: 2
26485;2019;11;19;2;47;1;0;TAXE;08h13;Houilles Carrières sur Seine;uic87386409;normal;4;0;180;135;150;2 - 3 - 3 - 1;1: 1 - 2: 1 - 3: 2
26486;2019;11;19;2;47;1;0;TAXE;08h25;Houilles Carrières sur Seine;uic87386409;normal;4;0;600;540;570;9 - 10 - 10 - 7;7: 1 - 9: 1 - 10: 2
26487;2019;11;19;2;47;1;0;TAXE;08h36;Houilles Carrières sur Seine;uic87386409;normal;4;0;300;255;4;4 - 4 - 5 - 4;4: 3 - 5: 1
26488;2019;11;19;2;47;1;0;TAXE;08h48;Houilles Carrières sur Seine;uic87386409;normal;4;0;660;630;630;10 - 11 - 11 - 10;10: 2 - 11: 2
26489;2019;11;19;2;47;1;0;TAXE;09h00;Houilles Carrières sur Seine;uic87386409;normal;4;0;720;660;690;11 - 12 - 12 - 9;9: 1 - 11: 1 - 12: 2
26490;2019;11;19;2;47;1;0;TAXE;09h11;Houilles Carrières sur Seine;uic87386409;normal;4;0;780;720;12;11 - 11 - 13 - 13;11: 2 - 13: 2
26491;2019;11;19;2;47;1;0;TAXE;09h23;Houilles Carrières sur Seine;uic87386409;normal;4;0;960;915;15;15 - 16 - 15 - 15;15: 3 - 16: 1
26492;2019;11;19;2;47;1;0;TAXE;09h35;Houilles Carrières sur Seine;uic87386409;normal;4;0;720;690;12;12 - 12 - 12 - 10;10: 1 - 12: 3
26493;2019;11;19;2;47;1;0;TAXE;09h46;Houilles Carrières sur Seine;uic87386409;normal;4;0;540;495;510;7 - 9 - 9 - 8;7: 1 - 8: 1 - 9: 2
26494;2019;11;19;2;47;1;0;TAXE;09h58;Houilles Carrières sur Seine;uic87386409;annule;4;4;0;0;0;;
26495;2019;11;19;2;47;1;0;TAXE;17h14;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;75;90;1 - 2 - 2 - 0;0: 1 - 1: 1 - 2: 2
26496;2019;11;19;2;47;1;0;TAXE;17h26;Houilles Carrières sur Seine;uic87386409;normal;4;0;240;225;4;4 - 4 - 4 - 3;3: 1 - 4: 3
26497;2019;11;19;2;47;1;0;TAXE;17h39;Houilles Carrières sur Seine;uic87386409;normal;4;0;300;255;270;4 - 5 - 5 - 3;3: 1 - 4: 1 - 5: 2
26498;2019;11;19;2;47;1;0;TAXE;17h51;Houilles Carrières sur Seine;uic87386409;normal;4;0;720;690;690;11 - 12 - 12 - 11;11: 2 - 12: 2
26499;2019;11;19;2;47;1;0;TAXE;18h04;Houilles Carrières sur Seine;uic87386409;normal;4;0;480;450;450;7 - 7 - 8 - 8;7: 2 - 8: 2
26500;2019;11;19;2;47;1;0;TAXE;18h16;Houilles Carrières sur Seine;uic87386409;normal;4;0;480;330;5;4 - 5 - 5 - 8;4: 1 - 5: 2 - 8: 1
26501;2019;11;19;2;47;1;0;TAXE;18h29;Houilles Carrières sur Seine;uic87386409;normal;4;0;240;195;210;3 - 4 - 4 - 2;2: 1 - 3: 1 - 4: 2
26502;2019;11;19;2;47;1;0;TAXE;18h41;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;0 - 1 - 1 - 0;0: 2 - 1: 2
26503;2019;11;19;2;47;1;0;TAXE;18h54;Houilles Carrières sur Seine;uic87386409;normal;4;0;180;150;3;3 - 3 - 3 - 1;1: 1 - 3: 3
26504;2019;11;19;2;47;1;0;TAXE;19h06;Houilles Carrières sur Seine;uic87386409;normal;4;0;480;390;6;6 - 6 - 6 - 8;6: 3 - 8: 1
26505;2019;11;19;2;47;1;0;TAXE;19h19;Houilles Carrières sur Seine;uic87386409;normal;4;0;420;375;390;6 - 7 - 7 - 5;5: 1 - 6: 1 - 7: 2
26506;2019;11;19;2;47;1;0;TAXE;19h31;Houilles Carrières sur Seine;uic87386409;normal;4;0;720;660;11;11 - 12 - 11 - 10;10: 1 - 11: 2 - 12: 1
26507;2019;11;19;2;47;1;0;TAXE;19h44;Houilles Carrières sur Seine;uic87386409;normal;4;0;600;600;10;10 - 10 - 10 - 10;10:04
26508;2019;11;19;2;47;1;0;TAXE;19h56;Houilles Carrières sur Seine;uic87386409;normal;4;0;660;480;450;6 - 7 - 8 - 11;6: 1 - 7: 1 - 8: 1 - 11: 1
26509;2019;11;19;2;47;1;0;TAXE;20h17;Houilles Carrières sur Seine;uic87386409;normal;4;0;360;315;330;6 - 5 - 6 - 4;4: 1 - 5: 1 - 6: 2
26510;2019;11;19;2;47;1;0;TAXE;20h38;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;105;2;1 - 2 - 2 - 2;1: 1 - 2: 3
26511;2019;11;19;2;47;1;0;TAXE;20h58;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
26512;2019;11;19;2;47;1;0;TAXE;21h19;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
26513;2019;11;19;2;47;1;0;TAXE;21h38;Houilles Carrières sur Seine;uic87386409;normal;4;0;600;555;570;8 - 10 - 10 - 9;8: 1 - 9: 1 - 10: 2
26514;2019;11;19;2;47;1;0;TEDI;06h11;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;60;1;1 - 1 - 1 - 1;01:04
26515;2019;11;19;2;47;1;0;TRAM;15h53;Houilles Carrières sur Seine;uic87386409;normal;4;0;1260;1230;1230;20 - 21 - 21 - 20;20: 2 - 21: 2
26516;2019;11;19;2;47;1;0;TRAM;16h13;Houilles Carrières sur Seine;uic87386409;normal;4;0;480;465;8;8 - 8 - 8 - 7;7: 1 - 8: 3
26517;2019;11;19;2;47;1;0;TRAM;16h33;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
26518;2019;11;19;2;47;1;0;TRAM;16h54;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
26519;2019;11;19;2;47;1;0;TROC;06h52;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;0 - 1 - 1 - 0;0: 2 - 1: 2
26520;2019;11;19;2;47;1;0;TROC;10h13;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;1 - 1 - 1 - 0;0: 1 - 1: 3
26521;2019;11;19;2;47;1;0;TROC;10h33;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
26522;2019;11;19;2;47;1;0;TROC;10h53;Houilles Carrières sur Seine;uic87386409;normal;4;0;240;210;4;4 - 4 - 4 - 2;2: 1 - 4: 3
26523;2019;11;19;2;47;1;0;TROC;11h13;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;60;1;1 - 1 - 1 - 1;01:04
26524;2019;11;19;2;47;1;0;TROC;11h33;Houilles Carrières sur Seine;uic87386409;normal;4;0;240;210;4;4 - 4 - 4 - 2;2: 1 - 4: 3
26525;2019;11;19;2;47;1;0;TROC;11h53;Houilles Carrières sur Seine;uic87386409;normal;4;0;360;225;3;3 - 3 - 3 - 6;3: 3 - 6: 1
26526;2019;11;19;2;47;1;0;TROC;12h13;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;60;1;1 - 1 - 2 - 0;0: 1 - 1: 2 - 2: 1
26527;2019;11;19;2;47;1;0;TROC;12h33;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
26528;2019;11;19;2;47;1;0;TROC;12h53;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
26529;2019;11;19;2;47;1;0;TROC;13h13;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;30;30;0 - 1 - 1 - 0;0: 2 - 1: 2
26530;2019;11;19;2;47;1;0;TROC;13h33;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;15;0;0 - 1 - 0 - 0;0: 3 - 1: 1
26531;2019;11;19;2;47;1;0;TROC;13h53;Houilles Carrières sur Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
26532;2019;11;19;2;47;1;0;TROC;14h13;Houilles Carrières sur Seine;uic87386409;normal;4;0;120;120;2;2 - 2 - 2 - 2;02:04
26533;2019;11;19;2;47;1;0;TROC;14h33;Houilles Carrières sur Seine;uic87386409;normal;4;0;60;45;1;0 - 1 - 1 - 1;0: 1 - 1: 3
