code_rer_A;annee;mois;jour;jour_semaine;numero_semaine;est_semaine;est_weekend;mission;heure_depart_prevue;nom_gare_depart;id_gare_depart;statut;nombre_arrets;nombre_arrets_supprimes;retard_max_en_secondes;retard_moyen_en_secondes;retard_median_en_secondes;retard_en_minutes_par_gare;decompte_retards_en_minutes
1;2019;7;1;1;27;1;0;NAGE;05h11;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
2;2019;7;1;1;27;1;0;NAGE;05h41;Cergy le Haut;uic87382655;normal;9;0;60;13;0;0 - 0 - 0 - 0 - 0 - 1 - 1 - 0 - 0;0: 7 - 1: 2
3;2019;7;1;1;27;1;0;NAGE;05h56;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
4;2019;7;1;1;27;1;0;NAGE;06h11;Cergy le Haut;uic87382655;normal;9;0;60;20;0;0 - 0 - 0 - 0 - 1 - 1 - 1 - 0 - 0;0: 6 - 1: 3
5;2019;7;1;1;27;1;0;NAGE;06h26;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
6;2019;7;1;1;27;1;0;NAGE;06h41;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
7;2019;7;1;1;27;1;0;NAGE;06h51;Cergy le Haut;uic87382655;normal;9;0;180;53;0;0 - 0 - 0 - 0 - 0 - 3 - 2 - 1 - 2;0: 5 - 1: 1 - 2: 2 - 3: 1
8;2019;7;1;1;27;1;0;NAGE;07h01;Cergy le Haut;uic87382655;normal;9;0;60;6;0;1 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;0: 8 - 1: 1
9;2019;7;1;1;27;1;0;NAGE;07h13;Cergy le Haut;uic87382655;normal;9;0;120;26;0;2 - 1 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 6 - 1: 2 - 2: 1
10;2019;7;1;1;27;1;0;NAGE;07h25;Cergy le Haut;uic87382655;normal;9;0;120;40;0;0 - 0 - 0 - 0 - 0 - 2 - 2 - 1 - 1;0: 5 - 1: 2 - 2: 2
11;2019;7;1;1;27;1;0;NAGE;07h36;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
12;2019;7;1;1;27;1;0;NAGE;07h48;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
13;2019;7;1;1;27;1;0;NAGE;08h00;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
14;2019;7;1;1;27;1;0;NAGE;08h11;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
15;2019;7;1;1;27;1;0;NAGE;08h23;Cergy le Haut;uic87382655;normal;9;0;60;6;0;1 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;0: 8 - 1: 1
16;2019;7;1;1;27;1;0;NAGE;08h35;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
17;2019;7;1;1;27;1;0;NAGE;08h46;Cergy le Haut;uic87382655;normal;9;0;60;33;60;1 - 0 - 0 - 0 - 0 - 1 - 1 - 1 - 1;0: 4 - 1: 5
18;2019;7;1;1;27;1;0;NAGE;08h58;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
19;2019;7;1;1;27;1;0;NAGE;09h10;Cergy le Haut;uic87382655;normal;9;0;180;66;0;0 - 0 - 0 - 0 - 0 - 3 - 2 - 3 - 2;0: 5 - 2: 2 - 3: 2
20;2019;7;1;1;27;1;0;NAGE;09h21;Cergy le Haut;uic87382655;normal;9;0;120;20;0;0 - 0 - 0 - 0 - 0 - 2 - 1 - 0 - 0;0: 7 - 1: 1 - 2: 1
21;2019;7;1;1;27;1;0;NAGE;09h32;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
22;2019;7;1;1;27;1;0;NAGE;09h45;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
23;2019;7;1;1;27;1;0;NAGE;09h55;Cergy le Haut;uic87382655;normal;9;0;180;106;60;1 - 1 - 1 - 1 - 1 - 2 - 3 - 3 - 3;1: 5 - 2: 1 - 3: 3
24;2019;7;1;1;27;1;0;NAGE;10h03;Cergy le Haut;uic87382655;normal;9;0;180;66;60;1 - 0 - 0 - 0 - 0 - 2 - 2 - 2 - 3;0: 4 - 1: 1 - 2: 3 - 3: 1
25;2019;7;1;1;27;1;0;NAGE;10h12;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
26;2019;7;1;1;27;1;0;NAGE;10h21;Cergy le Haut;uic87382655;normal;9;0;480;466;480;8 - 8 - 8 - 8 - 8 - 8 - 8 - 7 - 7;7: 2 - 8: 7
27;2019;7;1;1;27;1;0;NAGE;10h31;Cergy le Haut;uic87382655;normal;9;0;240;173;180;4 - 4 - 3 - 3 - 3 - 4 - 2 - 2 - 1;1: 1 - 2: 2 - 3: 3 - 4: 3
28;2019;7;1;1;27;1;0;NAGE;10h41;Cergy le Haut;uic87382655;normal;9;0;60;13;0;1 - 1 - 0 - 0 - 0 - 0 - 0 - 0 - 0;0: 7 - 1: 2
29;2019;7;1;1;27;1;0;NAGE;10h51;Cergy le Haut;uic87382655;normal;9;0;240;99;120;2 - 2 - 1 - 1 - 1 - 4 - 2 - 2 - 0;0: 1 - 1: 3 - 2: 4 - 4: 1
30;2019;7;1;1;27;1;0;NAGE;11h01;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
31;2019;7;1;1;27;1;0;NAGE;11h11;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
32;2019;7;1;1;27;1;0;NAGE;11h21;Cergy le Haut;uic87382655;normal;9;0;120;33;0;0 - 0 - 0 - 0 - 0 - 2 - 2 - 1 - 0;0: 6 - 1: 1 - 2: 2
33;2019;7;1;1;27;1;0;NAGE;11h31;Cergy le Haut;uic87382655;normal;9;0;120;26;0;0 - 0 - 0 - 0 - 0 - 2 - 1 - 1 - 0;0: 6 - 1: 2 - 2: 1
34;2019;7;1;1;27;1;0;NAGE;11h41;Cergy le Haut;uic87382655;normal;9;0;120;40;0;0 - 0 - 0 - 0 - 0 - 2 - 2 - 1 - 1;0: 5 - 1: 2 - 2: 2
35;2019;7;1;1;27;1;0;NAGE;11h51;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
36;2019;7;1;1;27;1;0;NAGE;12h01;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
37;2019;7;1;1;27;1;0;NAGE;12h11;Cergy le Haut;uic87382655;normal;9;0;60;40;60;1 - 1 - 1 - 1 - 1 - 1 - 0 - 0 - 0;0: 3 - 1: 6
38;2019;7;1;1;27;1;0;NAGE;12h21;Cergy le Haut;uic87382655;normal;9;0;180;120;120;3 - 2 - 2 - 2 - 2 - 3 - 2 - 1 - 1;1: 2 - 2: 5 - 3: 2
39;2019;7;1;1;27;1;0;NAGE;12h31;Cergy le Haut;uic87382655;normal;9;0;660;593;600;10 - 10 - 9 - 10 - 10 - 11 - 10 - 10 - 9;9: 2 - 10: 6 - 11: 1
40;2019;7;1;1;27;1;0;NAGE;12h41;Cergy le Haut;uic87382655;normal;9;0;540;433;420;7 - 7 - 6 - 6 - 6 - 9 - 8 - 8 - 8;6: 3 - 7: 2 - 8: 3 - 9: 1
41;2019;7;1;1;27;1;0;NAGE;12h51;Cergy le Haut;uic87382655;normal;9;0;180;133;120;3 - 3 - 2 - 2 - 2 - 2 - 2 - 3 - 1;1: 1 - 2: 5 - 3: 3
42;2019;7;1;1;27;1;0;NAGE;13h01;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
43;2019;7;1;1;27;1;0;NAGE;13h11;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
44;2019;7;1;1;27;1;0;NAGE;13h21;Cergy le Haut;uic87382655;normal;9;0;60;20;0;1 - 1 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 6 - 1: 3
45;2019;7;1;1;27;1;0;NAGE;13h31;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
46;2019;7;1;1;27;1;0;NAGE;13h41;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
47;2019;7;1;1;27;1;0;NAGE;13h51;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
48;2019;7;1;1;27;1;0;NAGE;14h01;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
49;2019;7;1;1;27;1;0;NANI;14h11;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
50;2019;7;1;1;27;1;0;NANI;14h21;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
51;2019;7;1;1;27;1;0;NANI;14h31;Cergy le Haut;uic87382655;normal;9;0;60;33;60;1 - 1 - 1 - 1 - 0 - 1 - 0 - 0 - 0;0: 4 - 1: 5
52;2019;7;1;1;27;1;0;NANI;14h41;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 0 - 1 - 0 - 0;0: 8 - 1: 1
53;2019;7;1;1;27;1;0;NANI;14h51;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
54;2019;7;1;1;27;1;0;NANI;15h01;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
55;2019;7;1;1;27;1;0;NANI;15h11;Cergy le Haut;uic87382655;normal;9;0;180;93;120;0 - 1 - 1 - 2 - 2 - 3 - 2 - 2 - 1;0: 1 - 1: 3 - 2: 4 - 3: 1
56;2019;7;1;1;27;1;0;NANI;15h21;Cergy le Haut;uic87382655;normal;9;0;120;86;120;0 - 1 - 2 - 2 - 2 - 2 - 2 - 1 - 1;0: 1 - 1: 3 - 2: 5
57;2019;7;1;1;27;1;0;NANI;15h31;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
58;2019;7;1;1;27;1;0;NANI;15h41;Cergy le Haut;uic87382655;normal;9;0;60;13;0;1 - 1 - 0 - 0 - 0 - 0 - 0 - 0 - 0;0: 7 - 1: 2
59;2019;7;1;1;27;1;0;NANI;15h51;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
60;2019;7;1;1;27;1;0;NANI;16h01;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
61;2019;7;1;1;27;1;0;NANI;16h11;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
62;2019;7;1;1;27;1;0;NANI;16h21;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
63;2019;7;1;1;27;1;0;NANI;16h34;Cergy le Haut;uic87382655;normal;9;0;240;93;0;0 - 0 - 0 - 0 - 0 - 4 - 4 - 3 - 3;0: 5 - 3: 2 - 4: 2
64;2019;7;1;1;27;1;0;NANI;16h49;Cergy le Haut;uic87382655;normal;9;0;120;93;120;2 - 2 - 2 - 2 - 1 - 2 - 1 - 1 - 1;1: 4 - 2: 5
65;2019;7;1;1;27;1;0;NANI;17h01;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
66;2019;7;1;1;27;1;0;NANI;17h14;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
67;2019;7;1;1;27;1;0;NANI;17h26;Cergy le Haut;uic87382655;normal;9;0;120;86;60;1 - 1 - 2 - 1 - 1 - 2 - 2 - 1 - 2;1: 5 - 2: 4
68;2019;7;1;1;27;1;0;NANI;17h39;Cergy le Haut;uic87382655;normal;9;0;60;20;0;0 - 0 - 0 - 0 - 0 - 0 - 1 - 1 - 1;0: 6 - 1: 3
69;2019;7;1;1;27;1;0;NANI;17h51;Cergy le Haut;uic87382655;normal;9;0;240;193;180;2 - 3 - 3 - 3 - 4 - 4 - 4 - 3 - 3;2: 1 - 3: 5 - 4: 3
70;2019;7;1;1;27;1;0;NANI;18h04;Cergy le Haut;uic87382655;normal;9;0;60;13;0;0 - 0 - 0 - 0 - 1 - 1 - 0 - 0 - 0;0: 7 - 1: 2
71;2019;7;1;1;27;1;0;NANI;18h16;Cergy le Haut;uic87382655;normal;9;0;120;40;0;0 - 0 - 0 - 0 - 0 - 2 - 2 - 1 - 1;0: 5 - 1: 2 - 2: 2
72;2019;7;1;1;27;1;0;NANI;18h29;Cergy le Haut;uic87382655;normal;9;0;120;33;0;2 - 1 - 1 - 1 - 0 - 0 - 0 - 0 - 0;0: 5 - 1: 3 - 2: 1
73;2019;7;1;1;27;1;0;NANI;18h41;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
74;2019;7;1;1;27;1;0;NANI;18h54;Cergy le Haut;uic87382655;normal;9;0;120;66;60;0 - 0 - 0 - 1 - 1 - 2 - 2 - 2 - 2;0: 3 - 1: 2 - 2: 4
75;2019;7;1;1;27;1;0;NANI;19h06;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
76;2019;7;1;1;27;1;0;NANI;19h21;Cergy le Haut;uic87382655;normal;9;0;1140;1046;1020;17 - 17 - 17 - 16 - 17 - 18 - 19 - 18 - 18;16: 1 - 17: 4 - 18: 3 - 19: 1
77;2019;7;1;1;27;1;0;NANI;19h39;Cergy le Haut;uic87382655;normal;9;0;540;499;540;9 - 9 - 9 - 9 - 8 - 9 - 8 - 7 - 7;7: 2 - 8: 2 - 9: 5
78;2019;7;1;1;27;1;0;NANI;20h04;Cergy le Haut;uic87382655;normal;9;0;240;226;240;4 - 4 - 4 - 4 - 4 - 4 - 4 - 3 - 3;3: 2 - 4: 7
79;2019;7;1;1;27;1;0;NANI;20h34;Cergy le Haut;uic87382655;normal;9;0;60;13;0;0 - 0 - 0 - 0 - 0 - 1 - 1 - 0 - 0;0: 7 - 1: 2
80;2019;7;1;1;27;1;0;NANI;21h04;Cergy le Haut;uic87382655;normal;9;0;240;93;0;0 - 0 - 0 - 0 - 0 - 4 - 4 - 3 - 3;0: 5 - 3: 2 - 4: 2
81;2019;7;1;1;27;1;0;NANI;21h32;Cergy le Haut;uic87382655;normal;9;0;120;73;60;2 - 2 - 2 - 2 - 1 - 1 - 1 - 0 - 0;0: 2 - 1: 3 - 2: 4
82;2019;7;1;1;27;1;0;NANI;22h04;Cergy le Haut;uic87382655;normal;9;0;60;6;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 0;0: 8 - 1: 1
83;2019;7;1;1;27;1;0;NANI;22h34;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
84;2019;7;1;1;27;1;0;NANI;23h04;Cergy le Haut;uic87382655;normal;9;0;60;13;0;0 - 0 - 0 - 0 - 0 - 1 - 0 - 0 - 1;0: 7 - 1: 2
85;2019;7;1;1;27;1;0;NOTE;05h40;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
86;2019;7;1;1;27;1;0;NOTE;06h00;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
87;2019;7;1;1;27;1;0;NOTE;06h15;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
88;2019;7;1;1;27;1;0;NOTE;06h30;Poissy;uic87386573;normal;5;0;60;24;0;0 - 1 - 1 - 0 - 0;0: 3 - 1: 2
89;2019;7;1;1;27;1;0;NOTE;06h45;Poissy;uic87386573;normal;5;0;180;107;120;1 - 3 - 2 - 1 - 2;1: 2 - 2: 2 - 3: 1
90;2019;7;1;1;27;1;0;NOTE;06h59;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
91;2019;7;1;1;27;1;0;NOTE;07h12;Poissy;uic87386573;normal;5;0;120;48;60;0 - 2 - 1 - 0 - 1;0: 2 - 1: 2 - 2: 1
92;2019;7;1;1;27;1;0;NOTE;07h24;Poissy;uic87386573;normal;5;0;120;96;120;1 - 2 - 2 - 2 - 1;1: 2 - 2: 3
93;2019;7;1;1;27;1;0;NOTE;07h37;Poissy;uic87386573;normal;5;0;180;155;180;2 - 3 - 3 - 3 - 2;2: 2 - 3: 3
94;2019;7;1;1;27;1;0;NOTE;07h47;Poissy;uic87386573;normal;5;0;120;72;60;0 - 2 - 2 - 1 - 1;0: 1 - 1: 2 - 2: 2
95;2019;7;1;1;27;1;0;NOTE;07h59;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
96;2019;7;1;1;27;1;0;NOTE;08h10;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
97;2019;7;1;1;27;1;0;NOTE;08h22;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
98;2019;7;1;1;27;1;0;NOTE;08h34;Poissy;uic87386573;normal;5;0;60;24;0;0 - 1 - 0 - 1 - 0;0: 3 - 1: 2
99;2019;7;1;1;27;1;0;NOTE;08h45;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
100;2019;7;1;1;27;1;0;NOTE;08h57;Poissy;uic87386573;normal;5;0;120;107;120;1 - 2 - 2 - 2 - 2;1: 1 - 2: 4
101;2019;7;1;1;27;1;0;NOTE;09h09;Poissy;uic87386573;normal;5;0;120;96;120;1 - 2 - 1 - 2 - 2;1: 2 - 2: 3
102;2019;7;1;1;27;1;0;NOTE;16h42;Poissy;uic87386573;normal;5;0;120;60;60;0 - 2 - 1 - 1 - 1;0: 1 - 1: 3 - 2: 1
103;2019;7;1;1;27;1;0;NOTE;16h54;Poissy;uic87386573;normal;5;0;120;96;120;0 - 2 - 2 - 2 - 2;0: 1 - 2: 4
104;2019;7;1;1;27;1;0;NOTE;17h04;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
105;2019;7;1;1;27;1;0;NOTE;17h19;Poissy;uic87386573;normal;5;0;120;60;60;0 - 1 - 1 - 1 - 2;0: 1 - 1: 3 - 2: 1
106;2019;7;1;1;27;1;0;NOTE;17h32;Poissy;uic87386573;normal;5;0;60;12;0;0 - 0 - 0 - 0 - 1;0: 4 - 1: 1
107;2019;7;1;1;27;1;0;NOTE;17h44;Poissy;uic87386573;normal;5;0;360;204;180;1 - 3 - 3 - 4 - 6;1: 1 - 3: 2 - 4: 1 - 6: 1
108;2019;7;1;1;27;1;0;NOTE;17h57;Poissy;uic87386573;annule;5;5;0;0;0;;
109;2019;7;1;1;27;1;0;NOTE;18h09;Poissy;uic87386573;annule;5;5;0;0;0;;
110;2019;7;1;1;27;1;0;NOTE;18h22;Poissy;uic87386573;normal;5;0;240;192;180;3 - 4 - 3 - 3 - 3;3: 4 - 4: 1
111;2019;7;1;1;27;1;0;NOTE;18h34;Poissy;uic87386573;annule;5;5;0;0;0;;
112;2019;7;1;1;27;1;0;NOTE;18h47;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
113;2019;7;1;1;27;1;0;NOTE;18h59;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
114;2019;7;1;1;27;1;0;NOTE;19h12;Poissy;uic87386573;normal;5;0;120;60;60;0 - 2 - 0 - 1 - 2;0: 2 - 1: 1 - 2: 2
115;2019;7;1;1;27;1;0;NOTE;19h24;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
116;2019;7;1;1;27;1;0;NOTE;19h40;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
117;2019;7;1;1;27;1;0;NOTE;20h04;Poissy;uic87386573;normal;5;0;360;311;300;6 - 6 - 5 - 5 - 4;4: 1 - 5: 2 - 6: 2
118;2019;7;1;1;27;1;0;NOTE;20h34;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
119;2019;7;1;1;27;1;0;NOTE;21h03;Poissy;uic87386573;normal;5;0;360;288;300;5 - 6 - 5 - 4 - 4;4: 2 - 5: 2 - 6: 1
120;2019;7;1;1;27;1;0;NOTE;21h35;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
121;2019;7;1;1;27;1;0;NOTE;22h03;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
122;2019;7;1;1;27;1;0;NOTE;22h33;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
123;2019;7;1;1;27;1;0;NOTE;23h03;Poissy;uic87386573;normal;5;0;540;468;480;8 - 9 - 8 - 7 - 7;7: 2 - 8: 2 - 9: 1
124;2019;7;1;1;27;1;0;NOTE;23h33;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
125;2019;7;1;1;27;1;0;OKLA;09h20;Poissy;uic87386573;normal;5;0;840;743;780;9 - 13 - 13 - 13 - 14;9: 1 - 13: 3 - 14: 1
126;2019;7;1;1;27;1;0;OKLA;09h40;Poissy;uic87386573;normal;5;0;120;120;120;2 - 2 - 2 - 2 - 2;02:05
127;2019;7;1;1;27;1;0;OKLA;09h55;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
128;2019;7;1;1;27;1;0;OKLA;10h16;Poissy;uic87386573;normal;5;0;240;167;180;3 - 4 - 3 - 2 - 2;2: 2 - 3: 2 - 4: 1
129;2019;7;1;1;27;1;0;OKLA;10h40;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
130;2019;7;1;1;27;1;0;OKLA;11h00;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
131;2019;7;1;1;27;1;0;OKLA;11h20;Poissy;uic87386573;normal;5;0;120;72;60;0 - 1 - 1 - 2 - 2;0: 1 - 1: 2 - 2: 2
132;2019;7;1;1;27;1;0;OKLA;11h40;Poissy;uic87386573;normal;5;0;240;204;240;1 - 4 - 4 - 4 - 4;1: 1 - 4: 4
133;2019;7;1;1;27;1;0;OKLA;12h00;Poissy;uic87386573;normal;5;0;60;48;60;0 - 1 - 1 - 1 - 1;0: 1 - 1: 4
134;2019;7;1;1;27;1;0;OKLA;12h20;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
135;2019;7;1;1;27;1;0;OKLA;12h40;Poissy;uic87386573;normal;5;0;120;60;60;0 - 1 - 1 - 1 - 2;0: 1 - 1: 3 - 2: 1
136;2019;7;1;1;27;1;0;OKLA;13h00;Poissy;uic87386573;normal;5;0;60;60;60;1 - 1 - 1 - 1 - 1;01:05
137;2019;7;1;1;27;1;0;OKLA;13h20;Poissy;uic87386573;normal;5;0;120;83;60;2 - 2 - 1 - 1 - 1;1: 3 - 2: 2
138;2019;7;1;1;27;1;0;OKLA;13h40;Poissy;uic87386573;normal;5;0;180;180;180;3 - 3 - 3 - 3 - 3;03:05
139;2019;7;1;1;27;1;0;OKLA;14h00;Poissy;uic87386573;normal;5;0;60;24;0;0 - 1 - 0 - 0 - 1;0: 3 - 1: 2
140;2019;7;1;1;27;1;0;OKLA;14h20;Poissy;uic87386573;normal;5;0;60;24;0;1 - 1 - 0 - 0 - 0;0: 3 - 1: 2
141;2019;7;1;1;27;1;0;OKRE;14h40;Poissy;uic87386573;normal;5;0;120;96;120;1 - 2 - 1 - 2 - 2;1: 2 - 2: 3
142;2019;7;1;1;27;1;0;OKRE;15h00;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
143;2019;7;1;1;27;1;0;OKRE;15h20;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
144;2019;7;1;1;27;1;0;OKRE;15h40;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
145;2019;7;1;1;27;1;0;OKRE;16h00;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
146;2019;7;1;1;27;1;0;OKRE;16h20;Poissy;uic87386573;normal;5;0;60;24;0;0 - 1 - 0 - 0 - 1;0: 3 - 1: 2
147;2019;7;1;1;27;1;0;OPEN;04h41;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
148;2019;7;1;1;27;1;0;OPEN;23h34;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
149;2019;7;1;1;27;1;0;OPUS;00h03;Cergy le Haut;uic87382655;normal;9;0;0;0;0;0 - 0 - 0 - 0 - 0 - 0 - 0 - 0 - 0;00:09
150;2019;7;1;1;27;1;0;QURI;00h04;Poissy;uic87386573;normal;5;0;0;0;0;0 - 0 - 0 - 0 - 0;00:05
151;2019;7;1;1;27;1;0;QURI;05h10;Poissy;uic87386573;normal;5;0;60;12;0;0 - 1 - 0 - 0 - 0;0: 4 - 1: 1
152;2019;7;1;1;27;1;0;TAXE;00h03;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;180;150;150;2 - 3 - 3 - 2;2: 2 - 3: 2
153;2019;7;1;1;27;1;0;TAXE;06h35;Houilles - Carrières-sur-Seine;uic87386409;normal;4;0;0;0;0;0 - 0 - 0 - 0;00:04
